sba_borrower_name,sba_city,sba_zip,candidate_business_name,candidate_city,match_score,sba_loan_id,business_id
MANCHESTER MEMORIAL CO INC,MANCHESTER,3103,MANCHESTER MEMORIAL HOSPITAL,"71 Haynes St, Manchester, CT 06040, USA",81.48,cb51ce1f-ccdb-5d80-9333-c957faa62cb4,a1c2a971-d9dd-4796-914f-98eff52e4ea6
Nexus Accounting Services LLC,LOWELL,1852,CENTRAL MAINE ACCOUNTING & TAX SERVICES,"681 Hallowell Litchfield Rd, West Gardiner, ME 04345, USA",70.59,c16da20a-e5f0-59c9-98d0-ef2bc575f5ce,1d97a2f7-d03b-43bf-a28a-91c6e9b67e10
NEW LONDON INK,NEW LONDON,6320,NEW LONDON HOSPITAL,"273 County Rd, New London, NH 03257, USA",72.73,0fe9506a-9852-5aeb-b1f7-7332bb5858fa,209686a3-5bba-4e1e-b9b6-d3be4d460c1e
TAYLOR ELECTRIC LLC,HARTFORD,6114,WESTCOTT ELECTRICAL LLC,"1253 Main St, Hartford, ME 04220, USA",71.43,8984527f-13e2-548c-af61-9e9c877867ad,95058e84-991a-49be-8d04-dd28670ea24d
GC Services & Carpentry Inc.,SALEM,1970,BAIN'S SERVICE CENTER INC.,"5 Riley Hill Rd, Salem, NY 12865, USA",70.37,6f6c2221-e14c-5552-9a31-3ac862576d8c,3b82f58d-e8a6-46c8-962d-d6bbf3d36690
Taylor Electric LLC,HARTFORD,6114,WESTCOTT ELECTRICAL LLC,"1253 Main St, Hartford, ME 04220, USA",71.43,8a189822-d47f-53db-a247-6c8ab1c0006a,95058e84-991a-49be-8d04-dd28670ea24d
TOP TIER PLUMBING & HEATING LLC,MIDDLEBORO,2346,TDM PLUMBING & HEATING,"25 Charmark Cir, Middleborough, MA 02346, USA",75.47,99215670-2b89-5868-88c1-71415f9c6516,acc859b3-c270-41d3-a82b-2093c16f8148
JOSE PENA LANDSCAPING,SALEM,1970,NOVAK BROTHERS LANDSCAPING,"282 Norwich Salem Rd, East Haddam, CT 06423, USA",72.34,2f70eed2-254c-593b-bad7-521297962f74,7e46b523-73dc-4cb9-b30b-421b697c0d3f
Grand View Property Maintenance LLC,PLYMOUTH,5056,MICAH'S PROPERTY MAINTENANCE LLC,"548 Daniel Webster Hwy, Plymouth, NH 03264, USA",71.64,e1077912-3d1a-5b95-b46c-2ecc03c42c10,b890bfe4-84df-4721-86e9-b3f599b9568f
QUINCY NAILS LLC,QUINCY,2169,QUINCY COLLIES,"952 Quincy Rd, Rumney, NH 03266, USA",73.33,26f4352c-6d20-5032-87df-d4b8ce72c2fd,ebb5c939-098f-4716-a9ec-42f498a52070
Tobin Construction LLC,DOVER,3820,FENTON'S CONSTRUCTION INC,"72 Fenvale Rd, Andover, NH 03216, USA",72.34,a40eaa09-4802-58d1-b2b1-6b615f8c6440,1b701d0a-ec0a-45e2-9917-1a475b6a90be
Manchester Laundry LLC,MANCHESTER,3102,MANCHESTER COUNTRY CLUB,"229 Beech St, Manchester Center, VT 05255, USA",71.11,11711a1a-13f4-5c9b-96e5-d01bf2f29bb9,bbe184a1-bfbf-42d1-b774-b6e6339010fb
Lough Construction Inc,WINTHROP,2152,G LOPES CONSTRUCTION INC,"565 Winthrop St, Taunton, MA 02780, USA",82.61,b13f873b-7d6a-55e6-bb04-404783489929,9ee2f4c8-c83e-4096-a607-8c8541d97e39
USA Wood Concepts Inc.,NEW VINEYARD,4956,MAINE WOOD CONCEPTS,"1687 New Vineyard Rd, New Vineyard, ME 04956, USA",78.05,9ff98ee3-a1d9-55a1-b34c-3413c1832e6a,8aef31b9-9088-4362-a7e8-30d9d1f8e9b4
